id,age,fnlwgt,hours-per-week,investment-status,workclass,education,marital-status,occupation,relationship,race,sex,native-country
2106,0.6667099005352471,-0.5980306533873128,-0.024189968553741302,-0.12710540458386055,Private,Compulsory-education-complete,Married,Other-service,Spouse,White, Male,North-America
1569,-0.4845303705381449,1.1814871171809571,-0.024189968553741302,-0.12710540458386055,Government,Graduates,Married,Exec-managerial,Spouse,White, Male,North-America
600,-1.491865607727363,2.4232066739937244,-1.657138225865039,-0.12710540458386055,Private,Undergrad-incomplete,Never-married,Adm-clerical,Not-in-family,White, Female,North-America
2901,-1.0601505060748408,5.232564897147755,-0.024189968553741302,-0.12710540458386055,Private,Compulsory-education-complete,Never-married,Exec-managerial,Own-child,Black, Female,North-America
3242,0.16304228194063816,-0.14925703491319284,-0.024189968553741302,-0.12710540458386055,Private,Compulsory-education-complete,Married,Blue-Collar,Spouse,White, Male,North-America
2204,-1.0601505060748408,0.6989403307742104,-0.4324270328815657,-0.12710540458386055,Private,Compulsory-education-incomplete,Never-married,Blue-Collar,Own-child,White, Male,North-America
1038,1.8899026885507264,-1.0013509408381325,-0.024189968553741302,-0.12710540458386055,Private,Compulsory-education-incomplete,Married,Blue-Collar,Spouse,White, Male,North-America
783,-1.56381812466945,0.7043028024117907,-2.3103175287895583,-0.12710540458386055,Private,Compulsory-education-incomplete,Never-married,Other-service,Own-child,White, Male,North-America
1268,-0.05281526888562287,0.6448332756796825,1.6087582887575564,-0.12710540458386055,Private,Compulsory-education-complete,Married,Blue-Collar,Spouse,White, Male,North-America
3789,1.1703775191298562,-0.07646171887358776,-0.18748479428487108,-0.12710540458386055,Private,Undergrad-incomplete,Married,Blue-Collar,Spouse,White, Male,North-America
3452,-0.4845303705381449,0.05523566658197945,-0.024189968553741302,-0.12710540458386055,Private,Compulsory-education-complete,Never-married,Adm-clerical,Own-child,White, Female,North-America
3088,-1.132103023016928,-0.10240397584339894,-0.024189968553741302,-0.12710540458386055,Private,Compulsory-education-complete,Never-married,Blue-Collar,Own-child,Black, Female,North-America
778,-0.6284354044223189,0.3887208736590893,-0.024189968553741302,-0.12710540458386055,Private,Compulsory-education-complete,Once-Married,Other-service,Unmarried,White, Female,North-America
984,0.4508523497089862,-0.9543371021954304,1.200521224429732,-0.12710540458386055,Private,Undergrad-complete,Married,Exec-managerial,Spouse,White, Male,North-America
3822,0.30694731582481216,0.316833489325318,1.200521224429732,-0.12710540458386055,Other,Compulsory-education-incomplete,Married,Blue-Collar,Spouse,White, Male,North-America
1544,-0.3406253366539709,-1.451193270590994,-0.024189968553741302,-0.12710540458386055,Private,Associates,Married,Blue-Collar,Spouse,White, Male,North-America
2142,-1.204055539959015,-0.5087128718259212,-1.657138225865039,-0.12710540458386055,Private,Undergrad-incomplete,Never-married,Other-service,Not-in-family,White, Male,North-America
745,0.7386624174773342,-0.06316430243189818,-0.024189968553741302,-0.12710540458386055,Private,Compulsory-education-complete,Once-Married,Other-service,Not-in-family,White, Female,North-America
2747,-0.05281526888562287,-0.06491396249001521,1.6087582887575564,-0.12710540458386055,Private,Undergrad-complete,Married,Sales,Spouse,White, Male,North-America
2281,0.5947573835931602,-0.4453184319904694,4.058180674724503,-0.12710540458386055,Other,Undergrad-complete,Married,Exec-managerial,Spouse,White, Male,North-America
2306,-0.05281526888562287,-1.3891796435581645,-2.6369071802518183,-0.12710540458386055,Private,Undergrad-complete,Married,Sales,Spouse,White, Female,North-America
1171,0.7386624174773342,-1.232873525825729,-0.18748479428487108,-0.12710540458386055,Private,Compulsory-education-incomplete,Married,Blue-Collar,Spouse,Other, Male,North-America
1691,-0.2686728197118839,1.1091930551039475,2.8334694817410297,-0.12710540458386055,Private,Compulsory-education-complete,Once-Married,Other-service,Unmarried,White, Female,North-America
1299,-1.276008056901102,-0.04744573477465202,-0.024189968553741302,-0.12710540458386055,Private,Compulsory-education-incomplete,Married,Blue-Collar,Own-child,White, Male,North-America
847,0.16304228194063816,-0.8206630737552877,-0.024189968553741302,0.22136801631763509,Private,Undergrad-incomplete,Married,Adm-clerical,Spouse,White, Male,North-America
3786,-0.988197989132754,-1.4720000388496832,1.200521224429732,-0.12710540458386055,Private,Compulsory-education-complete,Married,Blue-Collar,Not-in-family,White, Male,North-America
2606,-1.3479605738431888,0.7899510266621043,-0.024189968553741302,-0.12710540458386055,Private,Compulsory-education-complete,Never-married,Adm-clerical,Own-child,White, Female,North-America
3282,1.8899026885507264,-0.7542327372784544,-2.473612354520688,-0.12710540458386055,Other,Graduates,Married,Exec-managerial,Spouse,White, Male,North-America
2872,1.3142825530140303,0.4522760930674492,0.3840470957740832,0.8198948286754885,Government,Undergrad-incomplete,Married,Adm-clerical,Spouse,White, Male,North-America
82,-1.491865607727363,0.18222315631353425,-0.024189968553741302,-0.12710540458386055,Private,Compulsory-education-complete,Never-married,Adm-clerical,Own-child,White, Female,North-America
1370,1.2423300360719431,-0.14849096753639565,-0.024189968553741302,-0.12710540458386055,Other,Undergrad-incomplete,Once-Married,Other-service,Not-in-family,White, Female,North-America
746,0.019137248056464138,-0.05176786799929792,0.7922841601019075,-0.3547402161165448,Private,Graduates,Married,Prof-specialty,Spouse,White, Male,North-America
805,0.16304228194063816,0.6999239234555301,-0.024189968553741302,-0.12710540458386055,Private,Compulsory-education-complete,Once-Married,Adm-clerical,Unmarried,White, Female,North-America
1451,0.8106149344194212,-0.8882945282179635,0.3840470957740832,-0.12710540458386055,Private,Compulsory-education-complete,Married,Blue-Collar,Spouse,White, Male,North-America
995,1.3142825530140303,-0.2837538764617473,-0.024189968553741302,0.4456769945649393,Private,Compulsory-education-complete,Married,Blue-Collar,Not-in-family,White, Male,North-America
2297,-0.5564828874802319,-0.03653163906077592,-0.024189968553741302,-0.12710540458386055,Private,Undergrad-incomplete,Once-Married,Other-service,Not-in-family,White, Female,North-America
141,0.30694731582481216,0.5345574039086295,-0.18748479428487108,-0.12710540458386055,Private,Associates,Never-married,Adm-clerical,Not-in-family,White, Female,North-America
862,-0.4845303705381449,0.2424114623127608,-1.4938434001339091,0.3734940943711336,Government,Compulsory-education-complete,Married,Blue-Collar,Spouse,White, Female,North-America
1997,0.6667099005352471,0.5857231385811335,0.6289893343707778,-0.12710540458386055,Private,Undergrad-complete,Once-Married,Exec-managerial,Unmarried,White, Female,North-America
1318,1.4581875868982042,-0.21843008175139886,-0.024189968553741302,-0.3595441975287605,Private,Compulsory-education-complete,Married,Blue-Collar,Spouse,White, Male,North-America
2239,-0.4125778535960579,1.212366252801239,-0.4324270328815657,0.4456769945649393,Private,Undergrad-complete,Married,Prof-specialty,Not-in-family,White, Male,North-America
1976,-0.4845303705381449,0.4108800818545934,-0.024189968553741302,-0.12710540458386055,Private,Undergrad-incomplete,Once-Married,Adm-clerical,Unmarried,White, Female,North-America
507,-0.7003879213644061,-0.7324045458507022,-0.024189968553741302,-0.12710540458386055,Private,Undergrad-complete,Married,Prof-specialty,Spouse,White, Male,North-America
3856,0.4508523497089862,0.15304639264169048,-0.024189968553741302,-0.12710540458386055,Government,Undergrad-incomplete,Never-married,Adm-clerical,Unmarried,White, Female,North-America
2427,1.1703775191298562,-0.16460675531494404,-0.024189968553741302,-0.12710540458386055,Private,Compulsory-education-complete,Once-Married,Other-service,Not-in-family,White, Male,North-America
3463,0.019137248056464138,-0.10271607736727928,-0.024189968553741302,-0.12710540458386055,Other,Compulsory-education-complete,Married,Exec-managerial,Spouse,White, Male,North-America
2181,-0.4845303705381449,-0.7374738312082738,0.7922841601019075,-0.12710540458386055,Private,Associates,Once-Married,Exec-managerial,Not-in-family,White, Female,North-America
1196,1.0984250021877693,-0.5322434352021116,-0.024189968553741302,0.5107155121457062,Private,Compulsory-education-complete,Married,Blue-Collar,Spouse,White, Male,North-America
1199,-0.988197989132754,2.692294933310191,-0.024189968553741302,-0.12710540458386055,Private,Undergrad-incomplete,Married,Blue-Collar,Spouse,White, Male,North-America
121,-1.132103023016928,1.0541118649500358,-0.8406640972093902,-0.12710540458386055,Private,Undergrad-incomplete,Never-married,Adm-clerical,Own-child,White, Male,North-America
3627,-1.0601505060748408,-0.8379516066538714,-0.024189968553741302,0.32545428024897616,Private,Undergrad-complete,Never-married,Other-service,Not-in-family,White, Female,North-America
1732,-0.3406253366539709,0.12680149176993472,0.7922841601019075,-0.12710540458386055,Private,Compulsory-education-complete,Never-married,Sales,Not-in-family,White, Male,North-America
2331,1.3142825530140303,-1.4492355428502899,-0.024189968553741302,-0.12710540458386055,Other,Compulsory-education-incomplete,Once-Married,Other-service,Unmarried,White, Male,North-America
3944,0.7386624174773342,-0.7068405937583218,1.6087582887575564,-0.12710540458386055,Private,Undergrad-complete,Married,Sales,Spouse,White, Male,North-America
4045,0.09108976499855116,1.3717555552847347,1.6087582887575564,-0.12710540458386055,Private,Associates,Married,Blue-Collar,Not-in-family,White, Female,North-America
206,-1.419913090785276,-0.12975541848163955,-1.2489011615372143,-0.12710540458386055,Private,Undergrad-incomplete,Never-married,Sales,Own-child,White, Male,North-America
1620,-0.7723404383064929,2.0429156959565,-0.024189968553741302,-0.12710540458386055,Private,Undergrad-incomplete,Once-Married,Blue-Collar,Unmarried,White, Female,North-America
3850,0.16304228194063816,0.3133719996968269,-0.024189968553741302,-0.12710540458386055,Private,Undergrad-incomplete,Married,Blue-Collar,Spouse,White, Male,North-America
3001,0.09108976499855116,0.29100472381873604,0.3840470957740832,-0.12710540458386055,Private,Undergrad-complete,Married,Blue-Collar,Spouse,White, Male,North-America
1324,1.0984250021877693,-0.3372745589962575,-0.024189968553741302,-0.12710540458386055,Private,Compulsory-education-complete,Married,Blue-Collar,Spouse,White, Male,North-America
3353,0.5947573835931602,-1.3086763656409084,-0.4324270328815657,-0.12710540458386055,Other,Associates,Once-Married,Prof-specialty,Unmarried,White, Female,North-America
3006,0.8106149344194212,0.02584137760561299,-0.024189968553741302,-0.12710540458386055,Private,Undergrad-complete,Once-Married,Exec-managerial,Not-in-family,White, Female,North-America
3866,-0.3406253366539709,-0.6321253804657558,3.241706546068854,-0.12710540458386055,Private,Compulsory-education-incomplete,Married,Blue-Collar,Spouse,White, Male,North-America
1949,-1.3479605738431888,0.7191701840948177,-0.18748479428487108,-0.12710540458386055,Private,Compulsory-education-complete,Never-married,Sales,Unmarried,White, Female,North-America
269,0.16304228194063816,-1.50829839183916,-0.024189968553741302,-0.12710540458386055,Government,Graduates,Married,Exec-managerial,Spouse,White, Male,North-America
4035,0.5947573835931602,0.2340698397654136,-0.024189968553741302,-0.12710540458386055,Private,Undergrad-complete,Never-married,Exec-managerial,Not-in-family,White, Male,North-America
3707,-1.132103023016928,0.16308092951554015,-0.8406640972093902,-0.12710540458386055,Private,Undergrad-complete,Never-married,Other-service,Not-in-family,White, Female,North-America
1355,0.23499479888272515,-0.4371659618818375,0.7922841601019075,-0.12710540458386055,Private,Compulsory-education-complete,Married,Exec-managerial,Spouse,White, Male,North-America
850,-0.7003879213644061,-0.2406460356785175,0.7922841601019075,-0.12710540458386055,Private,Undergrad-complete,Never-married,Sales,Own-child,White, Female,North-America
1462,0.6667099005352471,-0.7778295040081952,1.200521224429732,-0.12710540458386055,Private,Undergrad-complete,Married,Prof-specialty,Spouse,White, Male,North-America
135,-0.84429295524858,1.9510821869601935,-0.8406640972093902,-0.12710540458386055,Private,Compulsory-education-incomplete,Married,Other-service,Spouse,Black, Female,North-America
3817,-0.3406253366539709,0.21017042913372824,-0.024189968553741302,-0.12710540458386055,Private,Undergrad-incomplete,Married,Blue-Collar,Spouse,White, Male,North-America
1424,-0.6284354044223189,-0.21524286315904506,0.3023996829085182,-0.12710540458386055,Private,Undergrad-incomplete,Never-married,Adm-clerical,Unmarried,White, Female,North-America
849,-0.3406253366539709,2.1708584055035667,-0.024189968553741302,-0.12710540458386055,Private,Compulsory-education-complete,Married,Blue-Collar,Spouse,Black, Male,North-America
1583,-1.0601505060748408,1.3038782026517288,0.3840470957740832,-0.12710540458386055,Private,Compulsory-education-incomplete,Married,Sales,Spouse,White, Male,North-America
820,-1.204055539959015,1.1315697886039744,1.6087582887575564,-0.12710540458386055,Private,Undergrad-incomplete,Never-married,Other-service,Not-in-family,White, Male,North-America
886,0.4508523497089862,1.8792610059799728,4.793007390514587,1.7235360502143262,Private,Undergrad-incomplete,Married,Sales,Spouse,Black, Male,North-America
1789,-1.132103023016928,-0.7391478302909047,-0.024189968553741302,-0.12710540458386055,Private,Compulsory-education-complete,Never-married,Blue-Collar,Unmarried,White, Male,North-America
414,-0.19672030276979688,0.4548201933681708,0.7922841601019075,-0.12710540458386055,Private,Undergrad-complete,Married,Exec-managerial,Spouse,White, Male,North-America
1895,0.09108976499855116,1.0980519764636132,1.6087582887575564,-0.12710540458386055,Private,Compulsory-education-complete,Married,Sales,Spouse,White, Male,North-America
2878,2.3216177902032484,-0.27774828653253475,-1.657138225865039,-0.12710540458386055,Private,Compulsory-education-complete,Once-Married,Sales,Unmarried,White, Female,North-America
4029,0.9545199683035952,-1.606856270031797,1.6087582887575564,-0.12710540458386055,Government,Undergrad-incomplete,Married,Exec-managerial,Spouse,White, Male,North-America
743,-0.3406253366539709,-0.08973076244947004,-0.4324270328815657,0.2824648055601737,Private,Compulsory-education-complete,Once-Married,Blue-Collar,Not-in-family,White, Male,North-America
476,-1.419913090785276,-0.24925247164006625,-1.657138225865039,-0.12710540458386055,Private,Compulsory-education-complete,Married,Blue-Collar,Other,White, Male,North-America
1914,-1.276008056901102,-1.2284284435159183,2.425232417413205,-0.12710540458386055,Private,Undergrad-incomplete,Never-married,Blue-Collar,Not-in-family,White, Male,North-America
456,-0.6284354044223189,0.018284737678934487,-0.024189968553741302,-0.12710540458386055,Private,Compulsory-education-incomplete,Never-married,Other-service,Not-in-family,White, Male,North-America
1669,0.7386624174773342,-1.5133582195747959,0.3840470957740832,-0.12710540458386055,Government,Undergrad-complete,Married,Prof-specialty,Other,White, Female,North-America
762,0.6667099005352471,0.2329160098892499,0.22075227004295334,-0.12710540458386055,Private,Compulsory-education-complete,Married,Other-service,Spouse,White, Male,North-America
988,0.3788998327668992,0.07128525100697747,0.7922841601019075,-0.12710540458386055,Private,Graduates,Married,Adm-clerical,Spouse,White, Male,North-America
3102,-0.5564828874802319,-0.7279878364066986,-0.024189968553741302,-0.12710540458386055,Private,Compulsory-education-incomplete,Never-married,Blue-Collar,Not-in-family,White, Male,Europe
789,-0.2686728197118839,1.7067728971154388,-0.024189968553741302,-0.12710540458386055,Government,Compulsory-education-complete,Married,Other-service,Spouse,Black, Male,North-America
3217,-0.05281526888562287,0.6048748230010633,-0.024189968553741302,-0.12710540458386055,Private,Compulsory-education-complete,Married,Other-service,Spouse,White, Male,North-America
271,0.5228048666510732,-0.5904645558386984,1.200521224429732,-0.12710540458386055,Private,Undergrad-complete,Married,Sales,Spouse,White, Male,North-America
2044,0.019137248056464138,-0.9301161324179288,-2.9634968317140773,-0.12710540458386055,Other,Compulsory-education-complete,Never-married,Sales,Other,White, Female,North-America
1393,-0.6284354044223189,-1.4433339867623707,2.0169953530853806,-0.12710540458386055,Private,Compulsory-education-complete,Married,Exec-managerial,Spouse,White, Male,North-America
1695,1.3142825530140303,-1.4628545184377957,0.9555789858330374,-0.12710540458386055,Private,Compulsory-education-complete,Married,Blue-Collar,Spouse,Black, Male,North-America
2704,-0.916245472190667,0.26623521196896,-0.024189968553741302,-0.12710540458386055,Private,Undergrad-incomplete,Married,Adm-clerical,Unmarried,White, Female,North-America
2078,0.23499479888272515,5.815371933695578,0.7922841601019075,-0.12710540458386055,Private,Undergrad-incomplete,Married,Exec-managerial,Spouse,White, Male,North-America
3800,-0.84429295524858,-1.0415174611993383,-0.024189968553741302,-0.12710540458386055,Private,Compulsory-education-complete,Married,Blue-Collar,Spouse,White, Male,North-America
2058,-0.4125778535960579,1.124136097762461,-0.6773692714782604,-0.12710540458386055,Other,Compulsory-education-incomplete,Never-married,Blue-Collar,Not-in-family,Black, Male,North-America
672,0.30694731582481216,-0.4487326335092816,1.6087582887575564,-0.12710540458386055,Other,Compulsory-education-incomplete,Married,Blue-Collar,Spouse,White, Male,North-America
1939,0.019137248056464138,-0.1391752099296643,0.9555789858330374,-0.12710540458386055,Government,Associates,Married,Other-service,Spouse,White, Male,North-America
655,0.8825674513615082,0.03149703552320216,0.7922841601019075,-0.12710540458386055,Private,Graduates,Married,Exec-managerial,Spouse,White, Male,North-America
2406,0.5947573835931602,0.1463598539331026,-0.18748479428487108,-0.12710540458386055,Private,Compulsory-education-complete,Once-Married,Adm-clerical,Not-in-family,White, Female,North-America
2769,-0.3406253366539709,-1.4098350898658811,0.3840470957740832,-0.12710540458386055,Private,Undergrad-incomplete,Married,Exec-managerial,Spouse,White, Male,North-America
1965,1.0984250021877693,-1.514464761341281,-0.024189968553741302,0.7718550145533309,Government,Graduates,Married,Adm-clerical,Spouse,White, Male,North-America
4031,-0.4845303705381449,0.10891712868939772,1.6087582887575564,-0.12710540458386055,Private,Compulsory-education-complete,Married,Other-service,Spouse,White, Male,North-America
700,-1.0601505060748408,0.4269107510357199,-0.024189968553741302,-0.12710540458386055,Private,Undergrad-incomplete,Once-Married,Sales,Not-in-family,White, Male,North-America
3656,0.30694731582481216,-0.21406066041707408,-0.024189968553741302,-0.12710540458386055,Private,Compulsory-education-complete,Married,Blue-Collar,Spouse,White, Male,North-America
1687,1.8899026885507264,-1.5779159469083472,-0.024189968553741302,-0.12710540458386055,Government,Compulsory-education-complete,Married,Blue-Collar,Spouse,White, Male,North-America
590,0.30694731582481216,0.9600558147988246,-0.024189968553741302,-0.12710540458386055,Private,Undergrad-complete,Married,Sales,Spouse,White, Male,North-America
3327,-0.916245472190667,-0.09293689628569532,0.7922841601019075,-0.12710540458386055,Private,Compulsory-education-complete,Married,Blue-Collar,Spouse,White, Male,North-America
2447,0.09108976499855116,-1.5335029542979814,2.0169953530853806,-0.12710540458386055,Other,Compulsory-education-complete,Never-married,Other-service,Not-in-family,White, Female,North-America
4051,-1.132103023016928,1.1102333935168822,-1.657138225865039,-0.12710540458386055,Government,Undergrad-incomplete,Never-married,Adm-clerical,Own-child,White, Female,North-America
314,1.1703775191298562,-0.2379789862926309,0.3840470957740832,-0.12710540458386055,Government,Graduates,Never-married,Prof-specialty,Not-in-family,White, Female,North-America
119,-0.12476778582770988,-0.17721376535532254,2.425232417413205,-0.341560061985594,Private,Undergrad-incomplete,Once-Married,Blue-Collar,Not-in-family,White, Male,North-America
200,1.3142825530140303,-0.8474659743212538,-0.024189968553741302,-0.12710540458386055,Other,Graduates,Married,Prof-specialty,Spouse,White, Male,North-America
3161,-1.204055539959015,0.291534350647139,-0.8406640972093902,-0.12710540458386055,Private,Undergrad-incomplete,Never-married,Sales,Own-child,White, Female,North-America
2975,0.6667099005352471,-0.14048981937873606,-0.024189968553741302,-0.12710540458386055,Private,Compulsory-education-complete,Married,Other-service,Spouse,White, Male,North-America
2074,-0.84429295524858,0.5003208125011499,-0.024189968553741302,-0.12710540458386055,Private,Compulsory-education-incomplete,Married,Blue-Collar,Spouse,White, Male,North-America
1396,-0.19672030276979688,-0.09404343805218016,1.6087582887575564,-0.12710540458386055,Private,Compulsory-education-incomplete,Never-married,Other-service,Own-child,Black, Male,North-America
3580,1.3862350699561172,-1.3546309506268044,-0.024189968553741302,-0.12710540458386055,Government,Compulsory-education-complete,Married,Exec-managerial,Spouse,White, Male,North-America
3736,-1.132103023016928,1.1631015001378244,-1.2489011615372143,-0.12710540458386055,Government,Associates,Never-married,Adm-clerical,Not-in-family,White, Female,North-America
2258,0.23499479888272515,-1.3836658499696115,0.7922841601019075,-0.12710540458386055,Private,Associates,Married,Prof-specialty,Spouse,White, Male,North-America
1197,-0.3406253366539709,0.2790219168261181,-0.024189968553741302,-0.12710540458386055,Private,Associates,Married,Adm-clerical,Spouse,White, Female,North-America
2450,0.8106149344194212,1.4198948509377929,-0.024189968553741302,-0.12710540458386055,Private,Associates,Married,Blue-Collar,Spouse,White, Male,North-America
942,-0.6284354044223189,1.8863163919440555,-0.024189968553741302,-0.12710540458386055,Private,Associates,Never-married,Sales,Not-in-family,White, Male,North-America
3752,-1.132103023016928,-0.11577705326057468,-2.8818494188485118,-0.12710540458386055,Private,Undergrad-complete,Never-married,Adm-clerical,Not-in-family,White, Female,North-America
3010,-0.5564828874802319,-0.6970424974328663,-0.024189968553741302,-0.12710540458386055,Other,Graduates,Never-married,Prof-specialty,Own-child,White, Male,North-America
1182,1.2423300360719431,1.4599573374577055,-0.024189968553741302,-0.12710540458386055,Private,Compulsory-education-incomplete,Once-Married,Adm-clerical,Not-in-family,White, Male,North-America
831,0.5228048666510732,-1.2785065516658092,-0.8406640972093902,-0.12710540458386055,Other,Compulsory-education-complete,Married,Blue-Collar,Spouse,Black, Male,North-America
215,-1.491865607727363,-0.032379743030973844,-1.9837278773272984,-0.12710540458386055,Private,Compulsory-education-incomplete,Never-married,Other-service,Own-child,White, Male,North-America
2923,-1.276008056901102,0.291534350647139,-0.024189968553741302,-0.12710540458386055,Private,Undergrad-incomplete,Never-married,Blue-Collar,Own-child,White, Female,North-America
392,0.5228048666510732,-0.17422515682361994,-0.024189968553741302,0.5107155121457062,Private,Undergrad-incomplete,Married,Other-service,Spouse,White, Male,North-America
27,1.5301401038402913,-0.6303095170540883,0.6289893343707778,0.93395859246297,Private,Undergrad-complete,Once-Married,Prof-specialty,Not-in-family,White, Female,North-America
4026,1.6020926207823782,0.3750735252057763,-0.024189968553741302,-0.12710540458386055,Private,Undergrad-incomplete,Married,Blue-Collar,Spouse,White, Male,North-America
752,-0.988197989132754,0.2553778619866985,-0.024189968553741302,-0.12710540458386055,Private,Compulsory-education-complete,Married,Blue-Collar,Spouse,White, Male,North-America
1649,-0.05281526888562287,1.3757561293635645,-0.024189968553741302,-0.12710540458386055,Private,Compulsory-education-incomplete,Married,Blue-Collar,Not-in-family,White, Male,North-America
478,2.0338077224349003,-1.5765540493495966,-0.024189968553741302,-0.12710540458386055,Private,Compulsory-education-incomplete,Married,Other-service,Spouse,White, Male,North-America
3741,0.5947573835931602,-0.5240153041179936,-0.8406640972093902,-0.12710540458386055,Other,Undergrad-incomplete,Once-Married,Other-service,Not-in-family,White, Male,North-America
